Time,Severity of Accident,Number of Accidents,Month,Year
06:00,ΝΕΚΡΟΙ,4,August,2019
06:00,ΒΑΡΙΑ,8,August,2019
06:00,ΕΛΑΦΡΑ,31,August,2019
06:00,ΝΕΚΡΟΙ,1,September,2019
06:00,ΒΑΡΙΑ,2,September,2019
06:00,ΕΛΑΦΡΑ,18,September,2019
06:00,ΝΕΚΡΟΙ,3,October,2019
06:00,ΒΑΡΙΑ,2,October,2019
06:00,ΕΛΑΦΡΑ,26,October,2019
06:00,ΝΕΚΡΟΙ,3,November,2019
06:00,ΒΑΡΙΑ,1,November,2019
06:00,ΕΛΑΦΡΑ,18,November,2019
06:00,ΝΕΚΡΟΙ,6,December,2019
06:00,ΒΑΡΙΑ,3,December,2019
06:00,ΕΛΑΦΡΑ,13,December,2019
07:00,ΝΕΚΡΟΙ,4,January,2019
07:00,ΒΑΡΙΑ,1,January,2019
07:00,ΕΛΑΦΡΑ,32,January,2019
07:00,ΝΕΚΡΟΙ,0,February,2019
07:00,ΒΑΡΙΑ,0,February,2019
07:00,ΕΛΑΦΡΑ,23,February,2019
07:00,ΝΕΚΡΟΙ,0,March,2019
07:00,ΒΑΡΙΑ,2,March,2019
07:00,ΕΛΑΦΡΑ,18,March,2019
07:00,ΝΕΚΡΟΙ,2,April,2019
07:00,ΒΑΡΙΑ,2,April,2019
07:00,ΕΛΑΦΡΑ,26,April,2019
07:00,ΝΕΚΡΟΙ,0,May,2019
07:00,ΒΑΡΙΑ,1,May,2019
07:00,ΕΛΑΦΡΑ,27,May,2019
07:00,ΝΕΚΡΟΙ,1,June,2019
07:00,ΒΑΡΙΑ,3,June,2019
07:00,ΕΛΑΦΡΑ,36,June,2019
07:00,ΝΕΚΡΟΙ,2,July,2019
07:00,ΒΑΡΙΑ,2,July,2019
07:00,ΕΛΑΦΡΑ,32,July,2019
07:00,ΝΕΚΡΟΙ,3,August,2019
07:00,ΒΑΡΙΑ,5,August,2019
07:00,ΕΛΑΦΡΑ,36,August,2019
07:00,ΝΕΚΡΟΙ,4,September,2019
07:00,ΒΑΡΙΑ,2,September,2019
07:00,ΕΛΑΦΡΑ,29,September,2019
07:00,ΝΕΚΡΟΙ,2,October,2019
07:00,ΒΑΡΙΑ,2,October,2019
07:00,ΕΛΑΦΡΑ,23,October,2019
07:00,ΝΕΚΡΟΙ,3,November,2019
07:00,ΒΑΡΙΑ,0,November,2019
07:00,ΕΛΑΦΡΑ,22,November,2019
07:00,ΝΕΚΡΟΙ,3,December,2019
07:00,ΒΑΡΙΑ,2,December,2019
07:00,ΕΛΑΦΡΑ,34,December,2019
08:00,ΝΕΚΡΟΙ,1,January,2019
08:00,ΒΑΡΙΑ,0,January,2019
08:00,ΕΛΑΦΡΑ,32,January,2019
08:00,ΝΕΚΡΟΙ,2,February,2019
08:00,ΒΑΡΙΑ,1,February,2019
08:00,ΕΛΑΦΡΑ,29,February,2019
08:00,ΝΕΚΡΟΙ,3,March,2019
08:00,ΒΑΡΙΑ,0,March,2019
08:00,ΕΛΑΦΡΑ,36,March,2019
08:00,ΝΕΚΡΟΙ,1,April,2019
08:00,ΒΑΡΙΑ,1,April,2019
08:00,ΕΛΑΦΡΑ,46,April,2019
08:00,ΝΕΚΡΟΙ,3,May,2019
08:00,ΒΑΡΙΑ,4,May,2019
08:00,ΕΛΑΦΡΑ,55,May,2019
08:00,ΝΕΚΡΟΙ,0,June,2019
08:00,ΒΑΡΙΑ,1,June,2019
08:00,ΕΛΑΦΡΑ,37,June,2019
08:00,ΝΕΚΡΟΙ,4,July,2019
08:00,ΒΑΡΙΑ,1,July,2019
08:00,ΕΛΑΦΡΑ,43,July,2019
08:00,ΝΕΚΡΟΙ,5,August,2019
08:00,ΒΑΡΙΑ,2,August,2019
08:00,ΕΛΑΦΡΑ,43,August,2019
08:00,ΝΕΚΡΟΙ,6,September,2019
08:00,ΒΑΡΙΑ,1,September,2019
08:00,ΕΛΑΦΡΑ,48,September,2019
08:00,ΝΕΚΡΟΙ,0,October,2019
08:00,ΒΑΡΙΑ,1,October,2019
08:00,ΕΛΑΦΡΑ,45,October,2019
08:00,ΝΕΚΡΟΙ,1,November,2019
08:00,ΒΑΡΙΑ,2,November,2019
08:00,ΕΛΑΦΡΑ,42,November,2019
08:00,ΝΕΚΡΟΙ,0,December,2019
08:00,ΒΑΡΙΑ,0,December,2019
08:00,ΕΛΑΦΡΑ,40,December,2019
09:00,ΝΕΚΡΟΙ,2,January,2019
09:00,ΒΑΡΙΑ,2,January,2019
09:00,ΕΛΑΦΡΑ,40,January,2019
09:00,ΝΕΚΡΟΙ,2,February,2019
09:00,ΒΑΡΙΑ,1,February,2019
09:00,ΕΛΑΦΡΑ,38,February,2019
09:00,ΝΕΚΡΟΙ,1,March,2019
09:00,ΒΑΡΙΑ,2,March,2019
09:00,ΕΛΑΦΡΑ,54,March,2019
09:00,ΝΕΚΡΟΙ,1,April,2019
09:00,ΒΑΡΙΑ,2,April,2019
09:00,ΕΛΑΦΡΑ,33,April,2019
09:00,ΝΕΚΡΟΙ,3,May,2019
09:00,ΒΑΡΙΑ,2,May,2019
09:00,ΕΛΑΦΡΑ,47,May,2019
09:00,ΝΕΚΡΟΙ,4,June,2019
09:00,ΒΑΡΙΑ,1,June,2019
09:00,ΕΛΑΦΡΑ,38,June,2019
09:00,ΝΕΚΡΟΙ,1,July,2019
09:00,ΒΑΡΙΑ,1,July,2019
09:00,ΕΛΑΦΡΑ,48,July,2019
09:00,ΝΕΚΡΟΙ,0,August,2019
09:00,ΒΑΡΙΑ,1,August,2019
09:00,ΕΛΑΦΡΑ,41,August,2019
09:00,ΝΕΚΡΟΙ,2,September,2019
09:00,ΒΑΡΙΑ,4,September,2019
09:00,ΕΛΑΦΡΑ,41,September,2019
09:00,ΝΕΚΡΟΙ,5,October,2019
09:00,ΒΑΡΙΑ,2,October,2019
09:00,ΕΛΑΦΡΑ,54,October,2019
09:00,ΝΕΚΡΟΙ,1,November,2019
09:00,ΒΑΡΙΑ,2,November,2019
09:00,ΕΛΑΦΡΑ,36,November,2019
09:00,ΝΕΚΡΟΙ,1,December,2019
09:00,ΒΑΡΙΑ,1,December,2019
09:00,ΕΛΑΦΡΑ,36,December,2019
10:00,ΝΕΚΡΟΙ,0,January,2019
10:00,ΒΑΡΙΑ,0,January,2019
10:00,ΕΛΑΦΡΑ,35,January,2019
10:00,ΝΕΚΡΟΙ,2,February,2019
10:00,ΒΑΡΙΑ,0,February,2019
10:00,ΕΛΑΦΡΑ,46,February,2019
10:00,ΝΕΚΡΟΙ,4,March,2019
10:00,ΒΑΡΙΑ,3,March,2019
10:00,ΕΛΑΦΡΑ,44,March,2019
10:00,ΝΕΚΡΟΙ,0,April,2019
10:00,ΒΑΡΙΑ,3,April,2019
10:00,ΕΛΑΦΡΑ,45,April,2019
10:00,ΝΕΚΡΟΙ,7,May,2019
10:00,ΒΑΡΙΑ,6,May,2019
10:00,ΕΛΑΦΡΑ,66,May,2019
10:00,ΝΕΚΡΟΙ,6,June,2019
10:00,ΒΑΡΙΑ,1,June,2019
10:00,ΕΛΑΦΡΑ,73,June,2019
10:00,ΝΕΚΡΟΙ,1,July,2019
10:00,ΒΑΡΙΑ,2,July,2019
10:00,ΕΛΑΦΡΑ,58,July,2019
10:00,ΝΕΚΡΟΙ,0,August,2019
10:00,ΒΑΡΙΑ,6,August,2019
10:00,ΕΛΑΦΡΑ,64,August,2019
10:00,ΝΕΚΡΟΙ,1,September,2019
10:00,ΒΑΡΙΑ,1,September,2019
10:00,ΕΛΑΦΡΑ,52,September,2019
10:00,ΝΕΚΡΟΙ,3,October,2019
10:00,ΒΑΡΙΑ,1,October,2019
10:00,ΕΛΑΦΡΑ,67,October,2019
10:00,ΝΕΚΡΟΙ,4,November,2019
10:00,ΒΑΡΙΑ,4,November,2019
10:00,ΕΛΑΦΡΑ,51,November,2019
10:00,ΝΕΚΡΟΙ,1,December,2019
10:00,ΒΑΡΙΑ,2,December,2019
10:00,ΕΛΑΦΡΑ,45,December,2019
11:00,ΝΕΚΡΟΙ,1,January,2019
11:00,ΒΑΡΙΑ,2,January,2019
11:00,ΕΛΑΦΡΑ,47,January,2019
11:00,ΝΕΚΡΟΙ,1,February,2019
11:00,ΒΑΡΙΑ,2,February,2019
11:00,ΕΛΑΦΡΑ,45,February,2019
11:00,ΝΕΚΡΟΙ,1,March,2019
11:00,ΒΑΡΙΑ,2,March,2019
11:00,ΕΛΑΦΡΑ,55,March,2019
11:00,ΝΕΚΡΟΙ,1,April,2019
11:00,ΒΑΡΙΑ,2,April,2019
11:00,ΕΛΑΦΡΑ,47,April,2019
11:00,ΝΕΚΡΟΙ,3,May,2019
11:00,ΒΑΡΙΑ,1,May,2019
11:00,ΕΛΑΦΡΑ,72,May,2019
11:00,ΝΕΚΡΟΙ,1,June,2019
11:00,ΒΑΡΙΑ,0,June,2019
11:00,ΕΛΑΦΡΑ,79,June,2019
11:00,ΝΕΚΡΟΙ,9,July,2019
11:00,ΒΑΡΙΑ,4,July,2019
11:00,ΕΛΑΦΡΑ,81,July,2019
11:00,ΝΕΚΡΟΙ,9,August,2019
11:00,ΒΑΡΙΑ,4,August,2019
11:00,ΕΛΑΦΡΑ,78,August,2019
11:00,ΝΕΚΡΟΙ,2,September,2019
11:00,ΒΑΡΙΑ,3,September,2019
11:00,ΕΛΑΦΡΑ,64,September,2019
11:00,ΝΕΚΡΟΙ,6,October,2019
11:00,ΒΑΡΙΑ,4,October,2019
11:00,ΕΛΑΦΡΑ,77,October,2019
11:00,ΝΕΚΡΟΙ,3,November,2019
11:00,ΒΑΡΙΑ,3,November,2019
11:00,ΕΛΑΦΡΑ,52,November,2019
11:00,ΝΕΚΡΟΙ,3,December,2019
11:00,ΒΑΡΙΑ,3,December,2019
11:00,ΕΛΑΦΡΑ,46,December,2019
12:00,ΝΕΚΡΟΙ,1,January,2019
12:00,ΒΑΡΙΑ,0,January,2019
12:00,ΕΛΑΦΡΑ,45,January,2019
12:00,ΝΕΚΡΟΙ,4,February,2019
12:00,ΒΑΡΙΑ,4,February,2019
12:00,ΕΛΑΦΡΑ,47,February,2019
12:00,ΝΕΚΡΟΙ,2,March,2019
12:00,ΒΑΡΙΑ,0,March,2019
12:00,ΕΛΑΦΡΑ,64,March,2019
12:00,ΝΕΚΡΟΙ,7,April,2019
12:00,ΒΑΡΙΑ,1,April,2019
12:00,ΕΛΑΦΡΑ,64,April,2019
12:00,ΝΕΚΡΟΙ,5,May,2019
12:00,ΒΑΡΙΑ,8,May,2019
12:00,ΕΛΑΦΡΑ,67,May,2019
12:00,ΝΕΚΡΟΙ,4,June,2019
12:00,ΒΑΡΙΑ,6,June,2019
12:00,ΕΛΑΦΡΑ,63,June,2019
12:00,ΝΕΚΡΟΙ,4,July,2019
12:00,ΒΑΡΙΑ,1,July,2019
12:00,ΕΛΑΦΡΑ,93,July,2019
12:00,ΝΕΚΡΟΙ,5,August,2019
12:00,ΒΑΡΙΑ,3,August,2019
12:00,ΕΛΑΦΡΑ,104,August,2019
12:00,ΝΕΚΡΟΙ,11,September,2019
12:00,ΒΑΡΙΑ,3,September,2019
12:00,ΕΛΑΦΡΑ,62,September,2019
12:00,ΝΕΚΡΟΙ,2,October,2019
12:00,ΒΑΡΙΑ,2,October,2019
12:00,ΕΛΑΦΡΑ,73,October,2019
12:00,ΝΕΚΡΟΙ,1,November,2019
12:00,ΒΑΡΙΑ,5,November,2019
12:00,ΕΛΑΦΡΑ,53,November,2019
12:00,ΝΕΚΡΟΙ,7,December,2019
12:00,ΒΑΡΙΑ,3,December,2019
12:00,ΕΛΑΦΡΑ,46,December,2019
13:00,ΝΕΚΡΟΙ,1,January,2019
13:00,ΒΑΡΙΑ,2,January,2019
13:00,ΕΛΑΦΡΑ,42,January,2019
13:00,ΝΕΚΡΟΙ,0,February,2019
13:00,ΒΑΡΙΑ,1,February,2019
13:00,ΕΛΑΦΡΑ,50,February,2019
13:00,ΝΕΚΡΟΙ,0,March,2019
13:00,ΒΑΡΙΑ,2,March,2019
13:00,ΕΛΑΦΡΑ,70,March,2019
13:00,ΝΕΚΡΟΙ,3,April,2019
13:00,ΒΑΡΙΑ,3,April,2019
13:00,ΕΛΑΦΡΑ,62,April,2019
13:00,ΝΕΚΡΟΙ,7,May,2019
13:00,ΒΑΡΙΑ,2,May,2019
13:00,ΕΛΑΦΡΑ,70,May,2019
13:00,ΝΕΚΡΟΙ,5,June,2019
13:00,ΒΑΡΙΑ,3,June,2019
13:00,ΕΛΑΦΡΑ,75,June,2019
13:00,ΝΕΚΡΟΙ,1,July,2019
13:00,ΒΑΡΙΑ,0,July,2019
13:00,ΕΛΑΦΡΑ,64,July,2019
13:00,ΝΕΚΡΟΙ,3,August,2019
13:00,ΒΑΡΙΑ,5,August,2019
13:00,ΕΛΑΦΡΑ,64,August,2019
13:00,ΝΕΚΡΟΙ,3,September,2019
13:00,ΒΑΡΙΑ,3,September,2019
13:00,ΕΛΑΦΡΑ,60,September,2019
13:00,ΝΕΚΡΟΙ,1,October,2019
13:00,ΒΑΡΙΑ,8,October,2019
13:00,ΕΛΑΦΡΑ,90,October,2019
13:00,ΝΕΚΡΟΙ,1,November,2019
13:00,ΒΑΡΙΑ,1,November,2019
13:00,ΕΛΑΦΡΑ,72,November,2019
13:00,ΝΕΚΡΟΙ,2,December,2019
13:00,ΒΑΡΙΑ,1,December,2019
13:00,ΕΛΑΦΡΑ,75,December,2019
14:00,ΝΕΚΡΟΙ,1,January,2019
14:00,ΒΑΡΙΑ,3,January,2019
14:00,ΕΛΑΦΡΑ,50,January,2019
14:00,ΝΕΚΡΟΙ,4,February,2019
14:00,ΒΑΡΙΑ,4,February,2019
14:00,ΕΛΑΦΡΑ,55,February,2019
14:00,ΝΕΚΡΟΙ,2,March,2019
14:00,ΒΑΡΙΑ,4,March,2019
14:00,ΕΛΑΦΡΑ,96,March,2019
14:00,ΝΕΚΡΟΙ,5,April,2019
14:00,ΒΑΡΙΑ,4,April,2019
14:00,ΕΛΑΦΡΑ,89,April,2019
14:00,ΝΕΚΡΟΙ,1,May,2019
14:00,ΒΑΡΙΑ,6,May,2019
14:00,ΕΛΑΦΡΑ,76,May,2019
14:00,ΝΕΚΡΟΙ,1,June,2019
14:00,ΒΑΡΙΑ,6,June,2019
14:00,ΕΛΑΦΡΑ,74,June,2019
14:00,ΝΕΚΡΟΙ,3,July,2019
14:00,ΒΑΡΙΑ,3,July,2019
14:00,ΕΛΑΦΡΑ,74,July,2019
14:00,ΝΕΚΡΟΙ,6,August,2019
14:00,ΒΑΡΙΑ,4,August,2019
14:00,ΕΛΑΦΡΑ,79,August,2019
14:00,ΝΕΚΡΟΙ,4,September,2019
14:00,ΒΑΡΙΑ,2,September,2019
14:00,ΕΛΑΦΡΑ,72,September,2019
14:00,ΝΕΚΡΟΙ,7,October,2019
14:00,ΒΑΡΙΑ,1,October,2019
14:00,ΕΛΑΦΡΑ,92,October,2019
14:00,ΝΕΚΡΟΙ,2,November,2019
14:00,ΒΑΡΙΑ,4,November,2019
14:00,ΕΛΑΦΡΑ,68,November,2019
14:00,ΝΕΚΡΟΙ,1,December,2019
14:00,ΒΑΡΙΑ,5,December,2019
14:00,ΕΛΑΦΡΑ,56,December,2019
15:00,ΝΕΚΡΟΙ,3,January,2019
15:00,ΒΑΡΙΑ,2,January,2019
15:00,ΕΛΑΦΡΑ,42,January,2019
15:00,ΝΕΚΡΟΙ,1,February,2019
15:00,ΒΑΡΙΑ,3,February,2019
15:00,ΕΛΑΦΡΑ,29,February,2019
15:00,ΝΕΚΡΟΙ,2,March,2019
15:00,ΒΑΡΙΑ,1,March,2019
15:00,ΕΛΑΦΡΑ,57,March,2019
15:00,ΝΕΚΡΟΙ,3,April,2019
15:00,ΒΑΡΙΑ,1,April,2019
15:00,ΕΛΑΦΡΑ,82,April,2019
15:00,ΝΕΚΡΟΙ,4,May,2019
15:00,ΒΑΡΙΑ,4,May,2019
15:00,ΕΛΑΦΡΑ,83,May,2019
15:00,ΝΕΚΡΟΙ,9,June,2019
15:00,ΒΑΡΙΑ,5,June,2019
15:00,ΕΛΑΦΡΑ,95,June,2019
15:00,ΝΕΚΡΟΙ,1,July,2019
15:00,ΒΑΡΙΑ,3,July,2019
15:00,ΕΛΑΦΡΑ,89,July,2019
15:00,ΝΕΚΡΟΙ,2,August,2019
15:00,ΒΑΡΙΑ,3,August,2019
15:00,ΕΛΑΦΡΑ,66,August,2019
15:00,ΝΕΚΡΟΙ,4,September,2019
15:00,ΒΑΡΙΑ,5,September,2019
15:00,ΕΛΑΦΡΑ,85,September,2019
15:00,ΝΕΚΡΟΙ,1,October,2019
15:00,ΒΑΡΙΑ,2,October,2019
15:00,ΕΛΑΦΡΑ,71,October,2019
15:00,ΝΕΚΡΟΙ,2,November,2019
15:00,ΒΑΡΙΑ,1,November,2019
15:00,ΕΛΑΦΡΑ,61,November,2019
15:00,ΝΕΚΡΟΙ,1,December,2019
15:00,ΒΑΡΙΑ,2,December,2019
15:00,ΕΛΑΦΡΑ,65,December,2019
16:00,ΝΕΚΡΟΙ,1,January,2019
16:00,ΒΑΡΙΑ,0,January,2019
16:00,ΕΛΑΦΡΑ,34,January,2019
16:00,ΝΕΚΡΟΙ,0,February,2019
16:00,ΒΑΡΙΑ,1,February,2019
16:00,ΕΛΑΦΡΑ,45,February,2019
16:00,ΝΕΚΡΟΙ,2,March,2019
16:00,ΒΑΡΙΑ,5,March,2019
16:00,ΕΛΑΦΡΑ,56,March,2019
16:00,ΝΕΚΡΟΙ,0,April,2019
16:00,ΒΑΡΙΑ,1,April,2019
16:00,ΕΛΑΦΡΑ,48,April,2019
16:00,ΝΕΚΡΟΙ,5,May,2019
16:00,ΒΑΡΙΑ,4,May,2019
16:00,ΕΛΑΦΡΑ,91,May,2019
16:00,ΝΕΚΡΟΙ,5,June,2019
16:00,ΒΑΡΙΑ,2,June,2019
16:00,ΕΛΑΦΡΑ,76,June,2019
16:00,ΝΕΚΡΟΙ,3,July,2019
16:00,ΒΑΡΙΑ,3,July,2019
16:00,ΕΛΑΦΡΑ,65,July,2019
16:00,ΝΕΚΡΟΙ,0,August,2019
16:00,ΒΑΡΙΑ,4,August,2019
16:00,ΕΛΑΦΡΑ,58,August,2019
16:00,ΝΕΚΡΟΙ,2,September,2019
16:00,ΒΑΡΙΑ,4,September,2019
16:00,ΕΛΑΦΡΑ,54,September,2019
16:00,ΝΕΚΡΟΙ,5,October,2019
16:00,ΒΑΡΙΑ,4,October,2019
16:00,ΕΛΑΦΡΑ,76,October,2019
16:00,ΝΕΚΡΟΙ,4,November,2019
16:00,ΒΑΡΙΑ,2,November,2019
16:00,ΕΛΑΦΡΑ,72,November,2019
16:00,ΝΕΚΡΟΙ,3,December,2019
16:00,ΒΑΡΙΑ,2,December,2019
16:00,ΕΛΑΦΡΑ,54,December,2019
17:00,ΝΕΚΡΟΙ,3,January,2019
17:00,ΒΑΡΙΑ,0,January,2019
17:00,ΕΛΑΦΡΑ,27,January,2019
17:00,ΝΕΚΡΟΙ,1,February,2019
17:00,ΒΑΡΙΑ,1,February,2019
17:00,ΕΛΑΦΡΑ,23,February,2019
17:00,ΝΕΚΡΟΙ,6,March,2019
17:00,ΒΑΡΙΑ,2,March,2019
17:00,ΕΛΑΦΡΑ,67,March,2019
17:00,ΝΕΚΡΟΙ,0,April,2019
17:00,ΒΑΡΙΑ,1,April,2019
17:00,ΕΛΑΦΡΑ,67,April,2019
17:00,ΝΕΚΡΟΙ,2,May,2019
17:00,ΒΑΡΙΑ,2,May,2019
17:00,ΕΛΑΦΡΑ,63,May,2019
17:00,ΝΕΚΡΟΙ,8,June,2019
17:00,ΒΑΡΙΑ,8,June,2019
17:00,ΕΛΑΦΡΑ,63,June,2019
17:00,ΝΕΚΡΟΙ,0,July,2019
17:00,ΒΑΡΙΑ,2,July,2019
17:00,ΕΛΑΦΡΑ,81,July,2019
17:00,ΝΕΚΡΟΙ,2,August,2019
17:00,ΒΑΡΙΑ,4,August,2019
17:00,ΕΛΑΦΡΑ,60,August,2019
17:00,ΝΕΚΡΟΙ,1,September,2019
17:00,ΒΑΡΙΑ,3,September,2019
17:00,ΕΛΑΦΡΑ,63,September,2019
17:00,ΝΕΚΡΟΙ,5,October,2019
17:00,ΒΑΡΙΑ,3,October,2019
17:00,ΕΛΑΦΡΑ,60,October,2019
17:00,ΝΕΚΡΟΙ,1,November,2019
17:00,ΒΑΡΙΑ,2,November,2019
17:00,ΕΛΑΦΡΑ,83,November,2019
17:00,ΝΕΚΡΟΙ,2,December,2019
17:00,ΒΑΡΙΑ,4,December,2019
17:00,ΕΛΑΦΡΑ,42,December,2019
18:00,ΝΕΚΡΟΙ,2,January,2019
18:00,ΒΑΡΙΑ,2,January,2019
18:00,ΕΛΑΦΡΑ,35,January,2019
18:00,ΝΕΚΡΟΙ,3,February,2019
18:00,ΒΑΡΙΑ,5,February,2019
18:00,ΕΛΑΦΡΑ,56,February,2019
18:00,ΝΕΚΡΟΙ,0,March,2019
18:00,ΒΑΡΙΑ,2,March,2019
18:00,ΕΛΑΦΡΑ,49,March,2019
18:00,ΝΕΚΡΟΙ,2,April,2019
18:00,ΒΑΡΙΑ,3,April,2019
18:00,ΕΛΑΦΡΑ,57,April,2019
18:00,ΝΕΚΡΟΙ,4,May,2019
18:00,ΒΑΡΙΑ,0,May,2019
18:00,ΕΛΑΦΡΑ,72,May,2019
18:00,ΝΕΚΡΟΙ,6,June,2019
18:00,ΒΑΡΙΑ,5,June,2019
18:00,ΕΛΑΦΡΑ,88,June,2019
18:00,ΝΕΚΡΟΙ,7,July,2019
18:00,ΒΑΡΙΑ,0,July,2019
18:00,ΕΛΑΦΡΑ,66,July,2019
18:00,ΝΕΚΡΟΙ,3,August,2019
18:00,ΒΑΡΙΑ,3,August,2019
18:00,ΕΛΑΦΡΑ,65,August,2019
18:00,ΝΕΚΡΟΙ,3,September,2019
18:00,ΒΑΡΙΑ,2,September,2019
18:00,ΕΛΑΦΡΑ,58,September,2019
18:00,ΝΕΚΡΟΙ,2,October,2019
18:00,ΒΑΡΙΑ,1,October,2019
18:00,ΕΛΑΦΡΑ,76,October,2019
18:00,ΝΕΚΡΟΙ,2,November,2019
18:00,ΒΑΡΙΑ,2,November,2019
18:00,ΕΛΑΦΡΑ,48,November,2019
18:00,ΝΕΚΡΟΙ,3,December,2019
18:00,ΒΑΡΙΑ,2,December,2019
18:00,ΕΛΑΦΡΑ,68,December,2019
19:00,ΝΕΚΡΟΙ,3,January,2019
19:00,ΒΑΡΙΑ,4,January,2019
19:00,ΕΛΑΦΡΑ,51,January,2019
19:00,ΝΕΚΡΟΙ,4,February,2019
19:00,ΒΑΡΙΑ,4,February,2019
19:00,ΕΛΑΦΡΑ,56,February,2019
19:00,ΝΕΚΡΟΙ,2,March,2019
19:00,ΒΑΡΙΑ,1,March,2019
19:00,ΕΛΑΦΡΑ,43,March,2019
19:00,ΝΕΚΡΟΙ,4,April,2019
19:00,ΒΑΡΙΑ,2,April,2019
19:00,ΕΛΑΦΡΑ,56,April,2019
19:00,ΝΕΚΡΟΙ,1,May,2019
19:00,ΒΑΡΙΑ,2,May,2019
19:00,ΕΛΑΦΡΑ,64,May,2019
19:00,ΝΕΚΡΟΙ,1,June,2019
19:00,ΒΑΡΙΑ,2,June,2019
19:00,ΕΛΑΦΡΑ,42,June,2019
19:00,ΝΕΚΡΟΙ,4,July,2019
19:00,ΒΑΡΙΑ,2,July,2019
19:00,ΕΛΑΦΡΑ,67,July,2019
19:00,ΝΕΚΡΟΙ,5,August,2019
19:00,ΒΑΡΙΑ,2,August,2019
19:00,ΕΛΑΦΡΑ,71,August,2019
19:00,ΝΕΚΡΟΙ,1,September,2019
19:00,ΒΑΡΙΑ,2,September,2019
19:00,ΕΛΑΦΡΑ,42,September,2019
19:00,ΝΕΚΡΟΙ,1,October,2019
19:00,ΒΑΡΙΑ,5,October,2019
19:00,ΕΛΑΦΡΑ,61,October,2019
19:00,ΝΕΚΡΟΙ,0,November,2019
19:00,ΒΑΡΙΑ,3,November,2019
19:00,ΕΛΑΦΡΑ,55,November,2019
19:00,ΝΕΚΡΟΙ,4,December,2019
19:00,ΒΑΡΙΑ,3,December,2019
19:00,ΕΛΑΦΡΑ,70,December,2019
20:00,ΝΕΚΡΟΙ,7,January,2019
20:00,ΒΑΡΙΑ,2,January,2019
20:00,ΕΛΑΦΡΑ,40,January,2019
20:00,ΝΕΚΡΟΙ,0,February,2019
20:00,ΒΑΡΙΑ,2,February,2019
20:00,ΕΛΑΦΡΑ,47,February,2019
20:00,ΝΕΚΡΟΙ,2,March,2019
20:00,ΒΑΡΙΑ,1,March,2019
20:00,ΕΛΑΦΡΑ,58,March,2019
20:00,ΝΕΚΡΟΙ,2,April,2019
20:00,ΒΑΡΙΑ,2,April,2019
20:00,ΕΛΑΦΡΑ,26,April,2019
20:00,ΝΕΚΡΟΙ,4,May,2019
20:00,ΒΑΡΙΑ,3,May,2019
20:00,ΕΛΑΦΡΑ,35,May,2019
20:00,ΝΕΚΡΟΙ,1,June,2019
20:00,ΒΑΡΙΑ,5,June,2019
20:00,ΕΛΑΦΡΑ,55,June,2019
20:00,ΝΕΚΡΟΙ,3,July,2019
20:00,ΒΑΡΙΑ,8,July,2019
20:00,ΕΛΑΦΡΑ,69,July,2019
20:00,ΝΕΚΡΟΙ,6,August,2019
20:00,ΒΑΡΙΑ,6,August,2019
20:00,ΕΛΑΦΡΑ,49,August,2019
20:00,ΝΕΚΡΟΙ,6,September,2019
20:00,ΒΑΡΙΑ,5,September,2019
20:00,ΕΛΑΦΡΑ,46,September,2019
20:00,ΝΕΚΡΟΙ,2,October,2019
20:00,ΒΑΡΙΑ,2,October,2019
20:00,ΕΛΑΦΡΑ,53,October,2019
20:00,ΝΕΚΡΟΙ,3,November,2019
20:00,ΒΑΡΙΑ,1,November,2019
20:00,ΕΛΑΦΡΑ,39,November,2019
20:00,ΝΕΚΡΟΙ,0,December,2019
20:00,ΒΑΡΙΑ,5,December,2019
20:00,ΕΛΑΦΡΑ,43,December,2019
21:00,ΝΕΚΡΟΙ,1,January,2019
21:00,ΒΑΡΙΑ,2,January,2019
21:00,ΕΛΑΦΡΑ,46,January,2019
21:00,ΝΕΚΡΟΙ,2,February,2019
21:00,ΒΑΡΙΑ,2,February,2019
21:00,ΕΛΑΦΡΑ,44,February,2019
21:00,ΝΕΚΡΟΙ,1,March,2019
21:00,ΒΑΡΙΑ,4,March,2019
21:00,ΕΛΑΦΡΑ,48,March,2019
21:00,ΝΕΚΡΟΙ,4,April,2019
21:00,ΒΑΡΙΑ,1,April,2019
21:00,ΕΛΑΦΡΑ,48,April,2019
21:00,ΝΕΚΡΟΙ,1,May,2019
21:00,ΒΑΡΙΑ,3,May,2019
21:00,ΕΛΑΦΡΑ,39,May,2019
21:00,ΝΕΚΡΟΙ,1,June,2019
21:00,ΒΑΡΙΑ,1,June,2019
21:00,ΕΛΑΦΡΑ,42,June,2019
21:00,ΝΕΚΡΟΙ,3,July,2019
21:00,ΒΑΡΙΑ,9,July,2019
21:00,ΕΛΑΦΡΑ,74,July,2019
21:00,ΝΕΚΡΟΙ,2,August,2019
21:00,ΒΑΡΙΑ,2,August,2019
21:00,ΕΛΑΦΡΑ,49,August,2019
21:00,ΝΕΚΡΟΙ,5,September,2019
21:00,ΒΑΡΙΑ,3,September,2019
21:00,ΕΛΑΦΡΑ,61,September,2019
21:00,ΝΕΚΡΟΙ,4,October,2019
21:00,ΒΑΡΙΑ,0,October,2019
21:00,ΕΛΑΦΡΑ,40,October,2019
21:00,ΝΕΚΡΟΙ,0,November,2019
21:00,ΒΑΡΙΑ,3,November,2019
